imagem,classe,ang_1,ang_2,ang_3,ang_4,ang_5,ang_6,ang_7,ang_8
1_340.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,165.72,167.65,34.36,34.14,0.91,144.68,88.71,153.74
3_51.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,127.27,137.08,136.94,63.34,73.2,144.88,84.31,165.02
File41.png,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,163.87,156.69,64.34,140.21,50.88,159.32,104.35,136.27
1_397.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,116.14,152.13,117.26,39.57,159.45,96.76,135.84,83.58
5_482.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,177.75,118.66,123.52,48.94,64.61,128.45,82.8,170.11
File11.png,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,177.54,134.15,148.51,72.9,152.33,68.56,132.74,110.06
1_64.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,140.79,169.57,79.86,122.0,18.0,170.23,102.47,133.15
1_483.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,174.89,151.89,62.49,165.68,40.83,86.1,64.02,113.83
1_219.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,151.66,164.39,77.44,141.96,43.38,161.61,102.25,131.6
1_103.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,138.65,157.68,32.4,37.03,39.64,155.87,102.89,175.08
1_163.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,157.93,142.92,146.62,82.51,162.39,76.8,141.24,111.88
File32.png,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,161.23,165.93,97.95,159.55,47.1,134.56,82.86,127.14
3_468.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,166.0,145.45,112.8,61.99,112.37,142.16,112.77,155.89
3_195.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,170.83,145.87,118.26,68.28,97.21,157.89,98.0,155.11
1_257.jpg,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,149.58,163.65,67.71,135.23,33.9,163.58,97.58,149.09
1_59.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,99.38,90.92,16.18,20.11,5.29,54.47,127.02,163.33
1_126.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,82.55,111.35,17.43,33.23,161.28,49.33,145.47,126.98
2_92.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,117.39,144.02,17.26,86.06,104.13,39.78,84.24,79.34
1_48.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,94.85,61.56,39.25,51.38,26.61,170.41,35.3,137.37
2_2.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,127.76,104.44,20.87,29.52,92.24,137.77,164.38,150.97
2_173.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,78.19,93.19,16.75,61.36,90.44,159.15,149.51,170.69
1_54.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,152.09,111.89,18.49,102.01,112.45,152.47,128.07,155.87
1_10.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,138.71,135.28,27.71,27.28,25.73,146.6,130.59,132.77
1_91.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,105.31,110.95,58.61,87.97,79.65,141.83,111.8,172.74
1_166.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,94.28,126.22,35.88,30.13,153.74,146.62,155.61,171.38
2_87.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,93.59,123.07,53.37,31.51,150.47,150.48,163.39,172.89
1_34.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,131.59,95.99,15.74,25.84,81.56,142.37,171.17,162.89
1_143.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,106.04,115.46,61.36,58.36,147.48,26.64,148.92,147.96
1_39.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,148.58,76.53,114.46,21.52,27.94,141.84,141.97,161.75
2_39.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,109.67,93.79,26.23,63.91,57.0,163.35,72.45,166.89
1_69.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,103.81,78.69,32.29,32.43,13.75,158.38,120.6,146.54
2_86.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,105.08,97.48,28.9,68.61,76.09,156.46,103.07,174.46
2_70.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,133.14,92.71,57.66,103.08,145.62,140.13,171.25,176.75
2_58.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,103.83,91.27,58.6,16.96,141.26,6.26,152.51,160.68
1_76.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,158.24,141.28,68.38,26.43,173.23,171.35,169.69,168.19
2_156.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,162.32,149.65,25.89,36.01,151.66,55.02,157.8,154.09
1_56.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,118.85,117.59,59.73,32.88,119.09,99.72,166.4,157.3
2_17.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,80.92,100.05,43.58,36.19,40.35,148.67,154.21,173.08
2_14.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,106.26,94.55,34.22,53.19,154.38,146.64,175.8,176.81
1_127.jpg,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,76.92,112.65,22.79,55.02,100.16,151.45,150.57,162.1
273.jpg,Tree_Pose_or_Vrksasana_,148.0,98.01,132.04,38.42,151.44,91.51,81.18,28.5
450.jpg,Tree_Pose_or_Vrksasana_,154.7,149.99,161.96,175.21,119.3,133.5,71.48,97.42
File17.png,Tree_Pose_or_Vrksasana_,86.12,112.52,174.04,168.44,57.5,45.29,45.72,22.16
File1.png,Tree_Pose_or_Vrksasana_,126.5,127.69,91.83,56.33,77.26,150.71,39.69,113.41
56.jpg,Tree_Pose_or_Vrksasana_,99.98,93.51,149.95,139.69,81.45,134.14,16.85,106.24
File53.png,Tree_Pose_or_Vrksasana_,146.25,150.78,134.72,130.67,33.75,104.68,7.51,72.9
110.jpg,Tree_Pose_or_Vrksasana_,150.52,155.1,154.29,142.76,172.89,111.41,88.43,33.8
407.jpg,Tree_Pose_or_Vrksasana_,57.37,76.95,142.57,158.61,51.43,134.12,9.69,115.79
37.jpg,Tree_Pose_or_Vrksasana_,175.8,176.16,172.24,165.3,109.17,158.62,20.8,141.43
195.jpg,Tree_Pose_or_Vrksasana_,85.06,49.36,126.63,156.31,73.72,152.27,25.52,124.51
File4.png,Tree_Pose_or_Vrksasana_,136.8,138.15,56.21,65.14,170.71,107.86,72.09,27.6
565.jpg,Tree_Pose_or_Vrksasana_,172.4,170.29,153.27,142.16,79.97,178.47,26.7,145.34
104.jpg,Tree_Pose_or_Vrksasana_,130.05,127.74,63.0,57.31,107.43,168.72,20.91,120.97
556.jpg,Tree_Pose_or_Vrksasana_,118.88,135.52,90.1,111.03,126.62,105.67,102.35,83.25
16.jpg,Tree_Pose_or_Vrksasana_,167.32,175.65,177.59,168.97,117.4,74.34,100.18,30.47
File34.png,Tree_Pose_or_Vrksasana_,91.65,136.48,168.57,177.92,64.25,43.95,55.39,14.0
File38.png,Tree_Pose_or_Vrksasana_,86.67,127.82,169.38,178.52,90.12,47.53,74.11,28.51
File7.png,Tree_Pose_or_Vrksasana_,76.94,145.64,172.19,179.03,46.99,36.9,39.33,9.96
227.jpg,Tree_Pose_or_Vrksasana_,110.45,147.45,50.4,78.33,93.01,172.53,13.3,102.94
File29.png,Tree_Pose_or_Vrksasana_,159.66,153.77,126.39,127.08,52.35,176.68,6.92,139.68
193.jpg,Tree_Pose_or_Vrksasana_,137.69,137.28,83.3,67.46,88.85,164.67,18.41,111.6
239.jpg,Tree_Pose_or_Vrksasana_,127.18,126.74,69.37,59.77,97.32,168.11,18.84,131.8
File39.png,Tree_Pose_or_Vrksasana_,58.2,158.96,142.37,161.33,114.11,65.3,73.38,25.64
99.jpg,Tree_Pose_or_Vrksasana_,84.7,153.92,43.35,79.47,89.1,163.79,31.73,103.33
24.jpg,Tree_Pose_or_Vrksasana_,127.61,131.09,165.29,167.83,95.41,156.09,32.81,147.4
File40.png,Tree_Pose_or_Vrksasana_,167.32,155.05,152.48,137.04,122.86,52.88,99.49,15.7
364.jpg,Tree_Pose_or_Vrksasana_,47.93,66.04,39.91,58.4,59.51,137.95,21.12,111.41
File18.png,Tree_Pose_or_Vrksasana_,172.89,172.97,169.84,163.85,49.94,166.3,23.95,150.45
File52.png,Tree_Pose_or_Vrksasana_,155.95,162.22,151.99,146.6,20.32,65.79,8.36,47.37
File26.png,Tree_Pose_or_Vrksasana_,154.07,170.22,123.02,90.15,60.61,133.98,31.16,47.93
File25.png,Tree_Pose_or_Vrksasana_,138.69,144.78,165.05,76.98,167.04,76.42,68.14,12.84
File31.png,Tree_Pose_or_Vrksasana_,105.2,93.52,115.98,130.37,84.84,82.67,9.4,35.26
File30.png,Tree_Pose_or_Vrksasana_,111.87,173.87,126.6,169.71,162.24,73.35,155.56,66.13
63.jpg,Tree_Pose_or_Vrksasana_,166.8,156.44,175.76,149.89,108.2,172.63,25.16,142.17
File6.png,Tree_Pose_or_Vrksasana_,140.27,125.0,100.05,95.14,79.25,133.22,11.42,73.08
File36.png,Tree_Pose_or_Vrksasana_,135.84,142.19,59.41,65.28,173.28,96.35,90.35,28.61
420.jpg,Tree_Pose_or_Vrksasana_,168.31,127.28,168.1,129.08,104.1,175.76,47.1,174.09
File21.png,Tree_Pose_or_Vrksasana_,147.59,152.11,115.93,112.16,58.22,165.95,10.23,119.53
39.jpg,Tree_Pose_or_Vrksasana_,135.03,140.28,173.22,170.38,86.93,134.74,24.53,120.47
354.jpg,Tree_Pose_or_Vrksasana_,113.58,122.11,76.86,84.41,147.17,77.33,94.71,43.42
559.jpg,Tree_Pose_or_Vrksasana_,110.26,123.37,49.68,125.41,122.47,162.57,48.97,143.34
111.jpg,Tree_Pose_or_Vrksasana_,160.82,141.81,171.64,149.93,111.89,153.07,49.99,122.19
File37.png,Tree_Pose_or_Vrksasana_,157.86,162.76,141.25,141.08,74.11,157.1,22.64,133.78
File14.png,Tree_Pose_or_Vrksasana_,141.79,145.78,76.85,48.34,88.63,159.66,16.26,118.11
File54.png,Tree_Pose_or_Vrksasana_,142.68,148.17,52.69,53.98,131.8,115.94,118.64,21.25
317.jpg,Tree_Pose_or_Vrksasana_,112.08,110.77,53.47,63.78,150.76,94.15,82.25,13.63
File35.png,Tree_Pose_or_Vrksasana_,155.21,72.22,162.52,81.46,89.55,113.05,61.12,162.17
File46.png,Tree_Pose_or_Vrksasana_,99.79,135.02,174.05,173.46,104.36,66.88,93.83,45.43
519.jpg,Tree_Pose_or_Vrksasana_,168.74,161.4,104.98,29.68,171.41,145.81,167.01,107.55
417.jpg,Tree_Pose_or_Vrksasana_,109.71,120.53,51.68,40.08,158.27,120.83,126.82,34.41
File33.png,Tree_Pose_or_Vrksasana_,85.89,83.32,162.87,168.17,32.26,57.69,24.99,77.21
File43.png,Tree_Pose_or_Vrksasana_,162.91,144.81,141.4,122.58,140.79,85.27,103.01,34.52
316.jpg,Tree_Pose_or_Vrksasana_,128.91,88.34,164.25,116.91,101.59,163.28,70.18,176.87
326.jpg,Tree_Pose_or_Vrksasana_,134.3,135.92,76.44,66.07,95.03,164.17,17.69,102.52
380.jpg,Tree_Pose_or_Vrksasana_,120.44,65.18,92.72,20.24,146.76,160.9,137.53,167.21
File41.png,Tree_Pose_or_Vrksasana_,126.65,138.57,175.77,161.52,40.48,97.8,12.75,89.97
File23.png,Tree_Pose_or_Vrksasana_,140.21,139.92,88.55,78.34,83.9,159.45,9.11,93.29
File5.png,Tree_Pose_or_Vrksasana_,136.59,139.18,62.76,79.61,156.14,81.93,76.97,7.68
141.jpg,Tree_Pose_or_Vrksasana_,159.11,171.48,166.4,155.36,93.89,39.31,82.21,9.36
49.jpg,Tree_Pose_or_Vrksasana_,142.61,142.04,77.85,64.16,98.4,160.99,20.75,120.02
File8.png,Tree_Pose_or_Vrksasana_,93.61,149.93,174.82,173.51,59.81,50.17,53.53,25.79
307.jpg,Tree_Pose_or_Vrksasana_,136.88,142.0,71.3,76.64,158.33,93.68,97.61,30.01
167.jpg,Tree_Pose_or_Vrksasana_,116.22,101.5,50.16,54.81,122.14,170.1,41.94,163.37
File2.png,Tree_Pose_or_Vrksasana_,57.7,61.39,152.61,144.96,61.13,114.9,12.24,74.2
File27.png,Tree_Pose_or_Vrksasana_,106.55,125.48,179.19,174.39,22.19,28.38,11.41,22.8
276.jpg,Tree_Pose_or_Vrksasana_,112.73,119.32,42.04,47.44,178.58,123.91,123.62,40.86
File9.png,Tree_Pose_or_Vrksasana_,134.28,135.12,108.19,87.33,71.49,165.05,29.25,102.12
149.jpg,Tree_Pose_or_Vrksasana_,126.92,132.67,48.72,55.44,168.45,100.94,102.96,29.05
File11.png,Tree_Pose_or_Vrksasana_,101.54,133.55,82.9,86.5,62.04,136.53,9.52,73.97
File44.png,Tree_Pose_or_Vrksasana_,74.01,87.18,148.69,154.04,77.78,135.65,43.49,112.93
File24.png,Tree_Pose_or_Vrksasana_,145.05,142.35,92.62,76.75,87.18,124.05,17.21,43.01
22.jpg,Tree_Pose_or_Vrksasana_,141.74,142.11,100.82,88.13,73.55,173.76,21.67,128.49
32.jpg,Gate_Pose_or_Parighasana_,153.23,129.14,63.36,172.87,100.94,135.15,118.62,112.92
99.jpg,Gate_Pose_or_Parighasana_,141.49,144.0,130.63,136.02,99.37,126.33,121.79,50.92
163.jpg,Gate_Pose_or_Parighasana_,163.63,150.58,112.81,64.51,133.01,106.59,111.09,58.35
211.jpg,Gate_Pose_or_Parighasana_,140.4,139.82,77.33,26.84,176.12,140.65,147.53,159.76
271.jpg,Gate_Pose_or_Parighasana_,142.86,146.73,61.85,154.83,80.25,84.02,146.25,26.82
38.jpg,Gate_Pose_or_Parighasana_,94.48,143.19,170.46,19.29,172.17,132.04,138.19,151.03
240.jpg,Gate_Pose_or_Parighasana_,151.72,134.79,172.29,82.96,116.82,76.41,51.52,171.68
100.jpg,Gate_Pose_or_Parighasana_,105.5,125.39,133.43,63.97,123.01,72.76,52.04,147.8
155.jpg,Gate_Pose_or_Parighasana_,134.07,145.21,47.73,174.97,115.12,112.71,128.21,51.5
201.jpg,Gate_Pose_or_Parighasana_,127.87,124.39,30.36,159.76,102.67,122.46,141.49,49.67
519.jpg,Gate_Pose_or_Parighasana_,146.96,137.48,156.95,28.86,152.34,122.25,63.6,160.93
124.jpg,Gate_Pose_or_Parighasana_,160.46,148.25,159.44,67.09,127.6,96.98,64.24,158.67
67.jpg,Gate_Pose_or_Parighasana_,143.84,147.78,72.72,164.1,85.69,101.66,158.12,42.47
66.jpg,Gate_Pose_or_Parighasana_,143.0,151.44,154.74,75.36,134.02,103.28,71.51,155.4
30.jpg,Gate_Pose_or_Parighasana_,118.7,153.16,56.73,164.42,103.57,104.75,170.6,38.87
455.jpg,Gate_Pose_or_Parighasana_,141.64,134.0,137.2,22.31,130.81,101.74,97.09,36.2
510.jpg,Gate_Pose_or_Parighasana_,105.31,132.03,141.16,131.63,122.68,96.75,36.53,145.08
16.jpg,Gate_Pose_or_Parighasana_,116.29,155.36,84.6,165.39,56.32,98.88,143.35,46.08
306.jpg,Gate_Pose_or_Parighasana_,161.51,159.08,147.35,84.81,133.17,86.48,76.45,155.37
62.jpg,Gate_Pose_or_Parighasana_,152.66,169.83,74.72,166.24,84.31,165.25,141.1,110.45
212.jpg,Gate_Pose_or_Parighasana_,122.13,146.22,159.32,52.74,130.29,114.12,64.06,150.79
254.jpg,Gate_Pose_or_Parighasana_,164.73,142.91,172.49,70.27,74.6,62.54,151.55,114.54
420.jpg,Gate_Pose_or_Parighasana_,107.86,124.43,46.66,155.01,90.51,88.99,161.15,24.34
264.jpg,Corpse_Pose_or_Savasana_,173.67,164.89,65.77,48.89,166.88,168.04,138.44,134.65
610.jpg,Corpse_Pose_or_Savasana_,121.96,166.17,17.39,39.27,155.35,178.18,169.48,154.73
385.jpg,Corpse_Pose_or_Savasana_,147.36,154.55,85.4,67.35,168.98,154.69,133.06,159.44
52.jpg,Corpse_Pose_or_Savasana_,142.89,113.16,42.37,36.36,150.89,155.64,145.99,141.4
152.jpg,Corpse_Pose_or_Savasana_,165.82,102.1,46.16,79.1,149.37,174.04,155.28,159.18
466.jpg,Corpse_Pose_or_Savasana_,151.58,106.86,34.8,58.28,163.58,160.16,167.89,170.98
270.jpg,Corpse_Pose_or_Savasana_,136.83,164.47,68.7,94.97,149.01,118.57,160.2,167.59
256.jpg,Corpse_Pose_or_Savasana_,171.34,112.1,80.33,53.46,163.64,153.99,158.17,148.8
561.jpg,Corpse_Pose_or_Savasana_,158.94,97.68,55.3,52.41,169.43,156.56,147.71,153.77
168.jpg,Corpse_Pose_or_Savasana_,87.17,75.22,56.79,86.88,146.32,153.64,121.97,118.72
39.jpg,Corpse_Pose_or_Savasana_,128.8,169.83,68.93,30.62,159.34,164.88,171.26,167.78
624.jpg,Corpse_Pose_or_Savasana_,129.8,165.45,29.13,50.15,141.22,141.53,168.57,167.48
280.jpg,Corpse_Pose_or_Savasana_,119.04,106.51,72.13,50.25,139.54,151.12,77.02,98.6
600.jpg,Corpse_Pose_or_Savasana_,128.33,169.8,75.14,70.14,142.1,159.91,168.73,171.39
70.jpg,Corpse_Pose_or_Savasana_,102.24,165.84,73.7,80.91,142.7,169.84,158.12,167.75
209.jpg,Corpse_Pose_or_Savasana_,177.02,96.47,79.05,62.39,150.1,153.55,159.06,159.62
628.jpg,Corpse_Pose_or_Savasana_,148.02,136.04,52.06,15.31,162.59,152.65,177.35,175.53
211.jpg,Corpse_Pose_or_Savasana_,153.57,169.4,99.11,41.82,129.41,176.46,159.49,159.79
571.jpg,Corpse_Pose_or_Savasana_,166.8,113.02,54.91,56.43,135.84,173.46,71.64,100.92
0_175.jpg,Corpse_Pose_or_Savasana_,126.8,125.42,41.73,34.14,104.4,96.46,60.22,86.29
0_197.jpg,Corpse_Pose_or_Savasana_,123.16,118.54,45.36,36.49,153.9,145.99,130.07,123.08
0_532.jpg,Corpse_Pose_or_Savasana_,119.48,173.61,58.47,67.43,164.01,156.93,158.48,166.72
542.jpg,Corpse_Pose_or_Savasana_,147.29,158.37,38.02,25.68,163.22,165.72,144.75,152.71
391.jpg,Corpse_Pose_or_Savasana_,162.23,145.36,30.42,20.3,166.81,158.23,159.92,152.55
File6.jpeg,Corpse_Pose_or_Savasana_,114.62,92.64,63.54,40.79,127.61,145.95,160.36,162.03
519.jpg,Corpse_Pose_or_Savasana_,142.32,153.53,40.96,32.22,168.17,166.65,157.81,173.26
128.jpg,Corpse_Pose_or_Savasana_,107.54,171.2,70.13,66.71,172.27,131.0,156.21,141.02
File7.jpeg,Corpse_Pose_or_Savasana_,146.04,62.48,61.75,39.68,121.37,152.74,142.42,162.81
210.jpg,Corpse_Pose_or_Savasana_,159.49,171.01,108.73,32.4,165.22,163.79,164.91,172.39
605.jpg,Corpse_Pose_or_Savasana_,161.08,131.28,18.43,49.1,161.35,161.02,170.98,170.72
510.jpg,Corpse_Pose_or_Savasana_,115.43,163.07,12.05,69.32,149.7,125.28,176.95,156.27
179.jpg,Corpse_Pose_or_Savasana_,161.37,112.46,56.16,44.69,140.05,125.66,170.89,167.89
274.jpg,Corpse_Pose_or_Savasana_,125.47,173.39,64.81,68.21,157.52,163.9,158.67,173.61
File5.jpeg,Corpse_Pose_or_Savasana_,114.16,172.86,56.95,70.63,163.07,159.29,162.93,174.18
88.jpg,Corpse_Pose_or_Savasana_,158.68,115.86,57.84,56.19,137.1,145.93,102.99,112.22
489.jpg,Corpse_Pose_or_Savasana_,174.91,110.13,29.71,140.91,166.02,171.83,178.32,178.39
237.jpg,Corpse_Pose_or_Savasana_,106.37,133.09,36.04,29.48,155.84,129.15,118.04,133.99
258.jpg,Corpse_Pose_or_Savasana_,176.18,107.73,91.08,56.44,157.43,143.31,161.51,158.35
269.jpg,Corpse_Pose_or_Savasana_,165.37,134.64,20.56,55.15,168.33,162.28,145.74,170.91
119.jpg,Corpse_Pose_or_Savasana_,121.95,173.35,57.48,68.27,162.12,164.79,164.17,167.07
28.jpg,Corpse_Pose_or_Savasana_,168.91,168.74,98.27,39.38,158.63,150.56,150.24,168.64
277.jpg,Corpse_Pose_or_Savasana_,124.45,163.35,84.97,43.69,147.27,176.97,167.86,159.05
49.jpg,Corpse_Pose_or_Savasana_,130.6,162.83,77.2,85.57,134.77,143.64,156.06,173.3
146.jpg,Corpse_Pose_or_Savasana_,116.5,161.81,65.92,61.74,152.11,167.25,152.28,169.33
369.jpg,Corpse_Pose_or_Savasana_,127.68,96.71,71.73,21.27,173.96,161.23,147.31,139.02
267.jpg,Corpse_Pose_or_Savasana_,174.92,89.18,76.24,92.44,128.66,154.46,139.96,165.69
143.jpg,Corpse_Pose_or_Savasana_,145.58,178.0,38.89,31.73,162.44,158.51,105.37,97.81
111.jpg,Corpse_Pose_or_Savasana_,163.71,114.78,63.56,35.07,151.62,161.52,161.8,151.45
6.jpg,Corpse_Pose_or_Savasana_,103.02,162.35,81.85,39.92,142.93,139.43,144.01,137.64
588.jpg,Corpse_Pose_or_Savasana_,162.83,149.41,9.56,65.37,176.12,172.44,175.12,173.57
100.jpg,Corpse_Pose_or_Savasana_,169.35,162.24,40.89,55.01,140.67,158.55,152.62,154.12
581.jpg,Corpse_Pose_or_Savasana_,113.0,150.13,61.96,42.13,167.81,153.4,145.28,160.68
618.jpg,Corpse_Pose_or_Savasana_,116.57,118.36,33.2,29.78,160.25,134.93,137.11,90.06
497.jpg,Corpse_Pose_or_Savasana_,154.91,164.65,79.56,93.18,110.47,120.91,171.0,162.71
351.jpg,Corpse_Pose_or_Savasana_,148.58,177.95,37.83,40.62,169.69,169.4,150.72,170.02
File11.jpeg,Corpse_Pose_or_Savasana_,153.64,96.32,71.36,47.51,140.87,151.42,162.73,156.93
580.jpg,Corpse_Pose_or_Savasana_,131.3,153.09,41.8,50.03,167.2,155.24,156.41,172.15
44.jpg,Corpse_Pose_or_Savasana_,127.87,139.7,55.34,44.71,155.26,163.66,146.06,157.79
386.jpg,Corpse_Pose_or_Savasana_,149.05,165.77,17.5,74.95,169.02,139.45,159.63,121.67
250.jpg,Corpse_Pose_or_Savasana_,153.94,110.05,68.73,51.72,148.17,136.77,168.21,164.34
72.jpg,Corpse_Pose_or_Savasana_,152.95,128.22,64.16,40.15,158.24,166.78,162.99,155.83
305.jpg,Corpse_Pose_or_Savasana_,110.07,174.25,71.05,54.5,147.29,154.65,149.64,170.3
315.jpg,Corpse_Pose_or_Savasana_,167.04,130.89,39.54,20.85,156.82,179.06,160.07,143.38
319.jpg,Corpse_Pose_or_Savasana_,124.27,137.34,57.68,50.22,157.86,153.66,151.67,173.1
220.jpg,Corpse_Pose_or_Savasana_,165.88,147.03,46.36,21.63,163.52,160.25,167.72,160.51
337.jpg,Corpse_Pose_or_Savasana_,118.07,112.65,57.5,39.14,163.83,149.73,160.35,159.28
544.jpg,Corpse_Pose_or_Savasana_,108.37,142.19,40.08,53.57,143.87,147.3,164.18,165.4
87.jpg,Corpse_Pose_or_Savasana_,70.03,77.73,56.79,96.22,169.99,156.13,144.09,121.91
File13.jpeg,Corpse_Pose_or_Savasana_,125.39,166.04,62.97,72.83,160.24,164.67,160.37,177.06
0_284.jpg,Corpse_Pose_or_Savasana_,164.43,154.06,14.97,61.81,155.69,145.96,157.43,118.57
71.jpg,Corpse_Pose_or_Savasana_,114.61,172.42,63.42,70.48,147.02,135.54,100.32,98.03
0_166.jpg,Corpse_Pose_or_Savasana_,158.8,135.28,60.03,51.86,141.47,144.75,151.39,147.58
13.jpg,Corpse_Pose_or_Savasana_,175.84,92.55,49.4,71.02,147.49,111.6,165.17,168.15
57.jpg,Corpse_Pose_or_Savasana_,174.47,134.76,87.45,79.84,159.38,149.72,160.55,157.06
290.jpg,Corpse_Pose_or_Savasana_,141.83,166.94,41.27,21.59,151.79,169.77,174.13,153.41
271.jpg,Corpse_Pose_or_Savasana_,110.33,165.48,84.26,45.59,142.79,164.57,144.17,155.01
318.jpg,Corpse_Pose_or_Savasana_,114.39,174.68,60.08,70.62,139.93,153.71,160.44,174.64
66.jpg,Corpse_Pose_or_Savasana_,173.24,121.67,86.33,49.47,108.05,137.47,106.12,104.83
500.jpg,Corpse_Pose_or_Savasana_,145.23,162.84,110.9,110.96,160.64,165.91,168.79,176.96
75.jpg,Corpse_Pose_or_Savasana_,134.35,153.58,25.23,44.01,171.2,152.76,154.54,163.38
363.jpg,Corpse_Pose_or_Savasana_,135.12,142.45,31.64,49.3,144.71,152.36,158.04,124.91
617.jpg,Corpse_Pose_or_Savasana_,124.65,167.46,37.39,33.24,154.96,166.76,159.39,146.33
285.jpg,Corpse_Pose_or_Savasana_,159.01,108.77,46.08,72.51,163.94,165.72,173.2,165.33
295.jpg,Corpse_Pose_or_Savasana_,118.73,167.83,74.43,92.73,145.68,168.61,161.29,176.74
File2.png,Corpse_Pose_or_Savasana_,80.91,153.85,62.39,41.73,157.7,150.96,137.71,142.2
420.jpg,Corpse_Pose_or_Savasana_,144.08,155.82,43.78,53.21,163.17,123.99,148.59,123.13
62.jpg,Corpse_Pose_or_Savasana_,156.61,105.27,56.01,58.64,154.87,132.23,168.85,170.05
507.jpg,Corpse_Pose_or_Savasana_,113.32,104.2,27.88,25.83,148.22,144.37,133.07,121.68
218.jpg,Corpse_Pose_or_Savasana_,178.07,97.02,64.87,61.03,144.95,134.86,157.9,157.61
301.jpg,Corpse_Pose_or_Savasana_,123.53,177.92,84.26,49.47,162.57,159.86,165.87,167.41
332.jpg,Corpse_Pose_or_Savasana_,164.36,155.68,22.13,25.37,175.05,173.0,174.52,177.53
File1.jpeg,Corpse_Pose_or_Savasana_,163.63,112.41,67.76,40.1,157.46,153.25,162.78,150.27
46.jpg,Corpse_Pose_or_Savasana_,159.54,172.73,32.26,18.09,159.4,172.09,162.39,158.75
4.jpg,Corpse_Pose_or_Savasana_,162.47,174.59,112.11,77.3,169.27,163.62,176.75,174.4
508.jpg,Corpse_Pose_or_Savasana_,128.15,171.93,74.28,73.54,146.86,170.31,160.08,172.13
505.jpg,Corpse_Pose_or_Savasana_,173.49,158.04,56.29,39.64,163.53,143.5,175.66,176.88
